fname,res_type,ptype,method,res
poland_gdynia_2020_dabrowa-small.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_dabrowa-small.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_dabrowa-small.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_gdynia_2020_dabrowa-small.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_gdynia_2020_dabrowa-small.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_dabrowa-small.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_dabrowa-small.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_dabrowa-small.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_dabrowa-small.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_dabrowa-small.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2018_rejon-nr-9-250.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_wroclaw_2018_rejon-nr-9-250.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_wroclaw_2018_rejon-nr-9-250.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_wroclaw_2018_rejon-nr-9-250.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_wroclaw_2018_rejon-nr-9-250.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2018_rejon-nr-9-250.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2018_rejon-nr-9-250.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2018_rejon-nr-9-250.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2018_rejon-nr-9-250.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2018_rejon-nr-9-250.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_podlesie.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_podlesie.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_podlesie.pb,non exhaustive,cardinal_standard,MES_BOS,priceable
poland_katowice_2021_podlesie.pb,exhaustive,cardinal_standard,MES_BOS,priceable
poland_katowice_2021_podlesie.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_podlesie.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2021_podlesie.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_podlesie.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_podlesie.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_podlesie.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_podlesie.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_podlesie.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_podlesie.pb,non exhaustive,cardinal_times_cost,MES_BOS,priceable
poland_katowice_2021_podlesie.pb,exhaustive,cardinal_times_cost,MES_BOS,priceable
poland_katowice_2021_podlesie.pb,non exhaustive,cardinal_times_cost,MES_INC,priceable
poland_katowice_2021_podlesie.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2021_podlesie.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_podlesie.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_podlesie.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2021_podlesie.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_wroclaw_2018_rejon-nr-3-250.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_wroclaw_2018_rejon-nr-3-250.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_wroclaw_2018_rejon-nr-3-250.pb,non exhaustive,approval_times_cost,MES_BOS,not priceable
poland_wroclaw_2018_rejon-nr-3-250.pb,exhaustive,approval_times_cost,MES_BOS,not priceable
poland_wroclaw_2018_rejon-nr-3-250.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2018_rejon-nr-3-250.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2018_rejon-nr-3-250.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2018_rejon-nr-3-250.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2018_rejon-nr-3-250.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2018_rejon-nr-3-250.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2018_rejon-nr-14-250.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_wroclaw_2018_rejon-nr-14-250.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_wroclaw_2018_rejon-nr-14-250.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_wroclaw_2018_rejon-nr-14-250.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_wroclaw_2018_rejon-nr-14-250.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2018_rejon-nr-14-250.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2018_rejon-nr-14-250.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_wroclaw_2018_rejon-nr-14-250.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_wroclaw_2018_rejon-nr-14-250.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2018_rejon-nr-14-250.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2020_julianow-marysin-rogi.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_lodz_2020_julianow-marysin-rogi.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_lodz_2020_julianow-marysin-rogi.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2020_julianow-marysin-rogi.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2020_julianow-marysin-rogi.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2020_julianow-marysin-rogi.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2020_julianow-marysin-rogi.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_lodz_2020_julianow-marysin-rogi.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_lodz_2020_julianow-marysin-rogi.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2020_julianow-marysin-rogi.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2016_rejon-nr-4-750.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_wroclaw_2016_rejon-nr-4-750.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_wroclaw_2016_rejon-nr-4-750.pb,non exhaustive,approval_times_cost,MES_BOS,not priceable
poland_wroclaw_2016_rejon-nr-4-750.pb,exhaustive,approval_times_cost,MES_BOS,not priceable
poland_wroclaw_2016_rejon-nr-4-750.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2016_rejon-nr-4-750.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2016_rejon-nr-4-750.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2016_rejon-nr-4-750.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2016_rejon-nr-4-750.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2016_rejon-nr-4-750.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdansk_2020_chelm.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_gdansk_2020_chelm.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_gdansk_2020_chelm.pb,non exhaustive,cardinal_standard,MES_BOS,priceable
poland_gdansk_2020_chelm.pb,exhaustive,cardinal_standard,MES_BOS,priceable
poland_gdansk_2020_chelm.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_gdansk_2020_chelm.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_gdansk_2020_chelm.pb,non exhaustive,cardinal_standard,UGREEDY,priceable
poland_gdansk_2020_chelm.pb,exhaustive,cardinal_standard,UGREEDY,priceable
poland_gdansk_2020_chelm.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,priceable
poland_gdansk_2020_chelm.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,priceable
poland_gdansk_2020_chelm.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_gdansk_2020_chelm.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_gdansk_2020_chelm.pb,non exhaustive,cardinal_times_cost,MES_BOS,stable priceable
poland_gdansk_2020_chelm.pb,exhaustive,cardinal_times_cost,MES_BOS,stable priceable
poland_gdansk_2020_chelm.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_gdansk_2020_chelm.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_gdansk_2020_chelm.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_gdansk_2020_chelm.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_gdansk_2020_chelm.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_gdansk_2020_chelm.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_lodz_2022_olechow-janow.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_lodz_2022_olechow-janow.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_lodz_2022_olechow-janow.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2022_olechow-janow.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2022_olechow-janow.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2022_olechow-janow.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2022_olechow-janow.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_lodz_2022_olechow-janow.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_lodz_2022_olechow-janow.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2022_olechow-janow.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2020_stare-polesie.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_lodz_2020_stare-polesie.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_lodz_2020_stare-polesie.pb,non exhaustive,approval_times_cost,MES_BOS,not priceable
poland_lodz_2020_stare-polesie.pb,exhaustive,approval_times_cost,MES_BOS,not priceable
poland_lodz_2020_stare-polesie.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2020_stare-polesie.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_lodz_2020_stare-polesie.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_lodz_2020_stare-polesie.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_lodz_2020_stare-polesie.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2020_stare-polesie.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2020_retkinia-zachod-smulsko.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_lodz_2020_retkinia-zachod-smulsko.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_lodz_2020_retkinia-zachod-smulsko.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2020_retkinia-zachod-smulsko.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2020_retkinia-zachod-smulsko.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2020_retkinia-zachod-smulsko.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_lodz_2020_retkinia-zachod-smulsko.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_lodz_2020_retkinia-zachod-smulsko.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_lodz_2020_retkinia-zachod-smulsko.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_lodz_2020_retkinia-zachod-smulsko.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_lodz_2020_srodmiescie-wschod.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_lodz_2020_srodmiescie-wschod.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_lodz_2020_srodmiescie-wschod.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2020_srodmiescie-wschod.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2020_srodmiescie-wschod.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2020_srodmiescie-wschod.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2020_srodmiescie-wschod.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_lodz_2020_srodmiescie-wschod.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_lodz_2020_srodmiescie-wschod.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2020_srodmiescie-wschod.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2020_stoki-sikawa-podgorze.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_lodz_2020_stoki-sikawa-podgorze.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_lodz_2020_stoki-sikawa-podgorze.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2020_stoki-sikawa-podgorze.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2020_stoki-sikawa-podgorze.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2020_stoki-sikawa-podgorze.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2020_stoki-sikawa-podgorze.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_lodz_2020_stoki-sikawa-podgorze.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_lodz_2020_stoki-sikawa-podgorze.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2020_stoki-sikawa-podgorze.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_giszowiec.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_giszowiec.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_giszowiec.pb,non exhaustive,cardinal_standard,MES_BOS,stable priceable
poland_katowice_2021_giszowiec.pb,exhaustive,cardinal_standard,MES_BOS,stable priceable
poland_katowice_2021_giszowiec.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_giszowiec.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2021_giszowiec.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2021_giszowiec.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2021_giszowiec.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_giszowiec.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_giszowiec.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_giszowiec.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_giszowiec.pb,non exhaustive,cardinal_times_cost,MES_BOS,priceable
poland_katowice_2021_giszowiec.pb,exhaustive,cardinal_times_cost,MES_BOS,priceable
poland_katowice_2021_giszowiec.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_giszowiec.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2021_giszowiec.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_giszowiec.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_giszowiec.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_katowice_2021_giszowiec.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_wroclaw_2017_rejon-nr-5-750.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_wroclaw_2017_rejon-nr-5-750.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_wroclaw_2017_rejon-nr-5-750.pb,non exhaustive,approval_times_cost,MES_BOS,not priceable
poland_wroclaw_2017_rejon-nr-5-750.pb,exhaustive,approval_times_cost,MES_BOS,not priceable
poland_wroclaw_2017_rejon-nr-5-750.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2017_rejon-nr-5-750.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2017_rejon-nr-5-750.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2017_rejon-nr-5-750.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2017_rejon-nr-5-750.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2017_rejon-nr-5-750.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2017_chrzanow-jelonki-polnocne-jelonki-poludniowe.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_warszawa_2017_chrzanow-jelonki-polnocne-jelonki-poludniowe.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2017_chrzanow-jelonki-polnocne-jelonki-poludniowe.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_warszawa_2017_chrzanow-jelonki-polnocne-jelonki-poludniowe.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_warszawa_2017_chrzanow-jelonki-polnocne-jelonki-poludniowe.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2017_chrzanow-jelonki-polnocne-jelonki-poludniowe.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2017_chrzanow-jelonki-polnocne-jelonki-poludniowe.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2017_chrzanow-jelonki-polnocne-jelonki-poludniowe.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_warszawa_2017_chrzanow-jelonki-polnocne-jelonki-poludniowe.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2017_chrzanow-jelonki-polnocne-jelonki-poludniowe.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2017_rejon-nr-7-250.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_wroclaw_2017_rejon-nr-7-250.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_wroclaw_2017_rejon-nr-7-250.pb,non exhaustive,approval_times_cost,MES_BOS,not priceable
poland_wroclaw_2017_rejon-nr-7-250.pb,exhaustive,approval_times_cost,MES_BOS,not priceable
poland_wroclaw_2017_rejon-nr-7-250.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2017_rejon-nr-7-250.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_wroclaw_2017_rejon-nr-7-250.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2017_rejon-nr-7-250.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2017_rejon-nr-7-250.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,not priceable
poland_wroclaw_2017_rejon-nr-7-250.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,not priceable
poland_wroclaw_2018_rejon-nr-6-750.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_wroclaw_2018_rejon-nr-6-750.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_wroclaw_2018_rejon-nr-6-750.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_wroclaw_2018_rejon-nr-6-750.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_wroclaw_2018_rejon-nr-6-750.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2018_rejon-nr-6-750.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2018_rejon-nr-6-750.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_wroclaw_2018_rejon-nr-6-750.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_wroclaw_2018_rejon-nr-6-750.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2018_rejon-nr-6-750.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2021_osiedle-tysiaclecia.pb,non exhaustive,cardinal_standard,MES_BOS,stable priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,exhaustive,cardinal_standard,MES_BOS,not exhaustive
poland_katowice_2021_osiedle-tysiaclecia.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2021_osiedle-tysiaclecia.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2021_osiedle-tysiaclecia.pb,non exhaustive,cardinal_times_cost,MES_BOS,stable priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,exhaustive,cardinal_times_cost,MES_BOS,not exhaustive
poland_katowice_2021_osiedle-tysiaclecia.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2021_osiedle-tysiaclecia.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2021_osiedle-tysiaclecia.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_warszawa_2018_brodno-podgrodzie.pb,non exhaustive,approval_times_cost,MES,priceable
poland_warszawa_2018_brodno-podgrodzie.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_warszawa_2018_brodno-podgrodzie.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_warszawa_2018_brodno-podgrodzie.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_warszawa_2018_brodno-podgrodzie.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_brodno-podgrodzie.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_warszawa_2018_brodno-podgrodzie.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_brodno-podgrodzie.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_warszawa_2018_brodno-podgrodzie.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_warszawa_2018_brodno-podgrodzie.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2017_rejon-nr-14-250.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_wroclaw_2017_rejon-nr-14-250.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_wroclaw_2017_rejon-nr-14-250.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_wroclaw_2017_rejon-nr-14-250.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_wroclaw_2017_rejon-nr-14-250.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2017_rejon-nr-14-250.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_wroclaw_2017_rejon-nr-14-250.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2017_rejon-nr-14-250.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_wroclaw_2017_rejon-nr-14-250.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_wroclaw_2017_rejon-nr-14-250.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2022_retkinia-zachod-smulsko.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_lodz_2022_retkinia-zachod-smulsko.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_lodz_2022_retkinia-zachod-smulsko.pb,non exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2022_retkinia-zachod-smulsko.pb,exhaustive,approval_times_cost,MES_BOS,stable priceable
poland_lodz_2022_retkinia-zachod-smulsko.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2022_retkinia-zachod-smulsko.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2022_retkinia-zachod-smulsko.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_lodz_2022_retkinia-zachod-smulsko.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_lodz_2022_retkinia-zachod-smulsko.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2022_retkinia-zachod-smulsko.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2020_zarzew.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_lodz_2020_zarzew.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_lodz_2020_zarzew.pb,non exhaustive,approval_times_cost,MES_BOS,priceable
poland_lodz_2020_zarzew.pb,exhaustive,approval_times_cost,MES_BOS,priceable
poland_lodz_2020_zarzew.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_lodz_2020_zarzew.pb,exhaustive,approval_times_cost,MES_INC,not exhaustive
poland_lodz_2020_zarzew.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_lodz_2020_zarzew.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_lodz_2020_zarzew.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_lodz_2020_zarzew.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
