fname,res_type,ptype,method,res
poland_gdynia_2020_pogorze-small.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_pogorze-small.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-large.pb,exhaustive,approval_times_cost,MES,priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-large.pb,exhaustive,approval_times_cost,MES_INC,priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-large.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-large.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-large.pb,non exhaustive,approval_times_cost,MES,priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-large.pb,non exhaustive,approval_times_cost,MES_INC,priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-large.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-large.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-small.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-small.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-small.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-small.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-small.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-small.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-small.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_pustki-cisowskie-demptowo-small.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_srodmiescie-large.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_srodmiescie-large.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_srodmiescie-large.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_srodmiescie-large.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_gdynia_2020_srodmiescie-large.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_srodmiescie-large.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_srodmiescie-large.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_srodmiescie-large.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_gdynia_2020_srodmiescie-small.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_srodmiescie-small.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_srodmiescie-small.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_srodmiescie-small.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_srodmiescie-small.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_srodmiescie-small.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_srodmiescie-small.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_srodmiescie-small.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_wielki-kack-large.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_wielki-kack-large.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_wielki-kack-large.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_wielki-kack-large.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_wielki-kack-large.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_wielki-kack-large.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_wielki-kack-large.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_wielki-kack-large.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_wielki-kack-small.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_wielki-kack-small.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_wielki-kack-small.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_wielki-kack-small.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_wielki-kack-small.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_wielki-kack-small.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_wielki-kack-small.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_wielki-kack-small.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_witomino-large.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_witomino-large.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_witomino-large.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_witomino-large.pb,exhaustive,approval_times_cost,UGREEDY,priceable
poland_gdynia_2020_witomino-large.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_witomino-large.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_witomino-large.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_witomino-large.pb,non exhaustive,approval_times_cost,UGREEDY,priceable
poland_gdynia_2020_witomino-small.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_witomino-small.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_witomino-small.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_witomino-small.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_witomino-small.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_witomino-small.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_witomino-small.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_witomino-small.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-large.pb,exhaustive,approval_times_cost,MES,not exhaustive
poland_gdynia_2020_wzgorze-sw-maksymiliana-large.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-large.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-large.pb,exhaustive,approval_times_cost,UGREEDY,not priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-large.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-large.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-large.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-large.pb,non exhaustive,approval_times_cost,UGREEDY,not priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-small.pb,exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-small.pb,exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-small.pb,exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-small.pb,exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-small.pb,non exhaustive,approval_times_cost,MES,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-small.pb,non exhaustive,approval_times_cost,MES_INC,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-small.pb,non exhaustive,approval_times_cost,MES_INC_UGREEDY,stable priceable
poland_gdynia_2020_wzgorze-sw-maksymiliana-small.pb,non exhaustive,approval_times_cost,UGREEDY,stable priceable
poland_katowice_2020_bogucice.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_bogucice.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_bogucice.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_bogucice.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_bogucice.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_bogucice.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_bogucice.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_bogucice.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_bogucice.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_bogucice.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_bogucice.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_bogucice.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_bogucice.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_bogucice.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_bogucice.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_bogucice.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_brynow-czesc-wschodnia-osiedle-zgrzebnioka.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2020_dab.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_dab.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_dab.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_dab.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_dab.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_dab.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_dab.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_dab.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_dab.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_dab.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_dab.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_dab.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_dab.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_dab.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_dab.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_dab.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_dabrowka-mala.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_dabrowka-mala.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_dabrowka-mala.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_dabrowka-mala.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_dabrowka-mala.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_dabrowka-mala.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_dabrowka-mala.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_dabrowka-mala.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_dabrowka-mala.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_dabrowka-mala.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_dabrowka-mala.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_dabrowka-mala.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_dabrowka-mala.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_dabrowka-mala.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_dabrowka-mala.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_dabrowka-mala.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_giszowiec.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_giszowiec.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_giszowiec.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_giszowiec.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2020_giszowiec.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_giszowiec.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_giszowiec.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_giszowiec.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2020_giszowiec.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_giszowiec.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_giszowiec.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_giszowiec.pb,exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2020_giszowiec.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_giszowiec.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_giszowiec.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_giszowiec.pb,non exhaustive,cardinal_times_cost,UGREEDY,stable priceable
poland_katowice_2020_janow-nikiszowiec.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_janow-nikiszowiec.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_janow-nikiszowiec.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_janow-nikiszowiec.pb,exhaustive,cardinal_standard,UGREEDY,priceable
poland_katowice_2020_janow-nikiszowiec.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_janow-nikiszowiec.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_janow-nikiszowiec.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_janow-nikiszowiec.pb,non exhaustive,cardinal_standard,UGREEDY,priceable
poland_katowice_2020_janow-nikiszowiec.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_janow-nikiszowiec.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_janow-nikiszowiec.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_katowice_2020_janow-nikiszowiec.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_janow-nikiszowiec.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_janow-nikiszowiec.pb,non exhaustive,cardinal_times_cost,MES_INC,priceable
poland_katowice_2020_janow-nikiszowiec.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
poland_katowice_2020_janow-nikiszowiec.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_koszutka.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_koszutka.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_koszutka.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_koszutka.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_koszutka.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_koszutka.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_koszutka.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_koszutka.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_koszutka.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_koszutka.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_koszutka.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_koszutka.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_koszutka.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_koszutka.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_koszutka.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_koszutka.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_murcki.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_murcki.pb,exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_murcki.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_murcki.pb,exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2020_murcki.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_murcki.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_murcki.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_murcki.pb,non exhaustive,cardinal_standard,UGREEDY,stable priceable
poland_katowice_2020_murcki.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_murcki.pb,exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_murcki.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_murcki.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_murcki.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_murcki.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_murcki.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,stable priceable
poland_katowice_2020_murcki.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_osiedle-paderewskiego-muchowiec.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_srodmiescie.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_srodmiescie.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_srodmiescie.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_srodmiescie.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_srodmiescie.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_srodmiescie.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_srodmiescie.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_srodmiescie.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_srodmiescie.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_srodmiescie.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_srodmiescie.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_srodmiescie.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_srodmiescie.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_srodmiescie.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_srodmiescie.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_srodmiescie.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_szopienice-burowiec.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_szopienice-burowiec.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_szopienice-burowiec.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_szopienice-burowiec.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_szopienice-burowiec.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_szopienice-burowiec.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_szopienice-burowiec.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_szopienice-burowiec.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_szopienice-burowiec.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_szopienice-burowiec.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_szopienice-burowiec.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_szopienice-burowiec.pb,exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_szopienice-burowiec.pb,non exhaustive,cardinal_times_cost,MES,stable priceable
poland_katowice_2020_szopienice-burowiec.pb,non exhaustive,cardinal_times_cost,MES_INC,stable priceable
poland_katowice_2020_szopienice-burowiec.pb,non exhaustive,cardinal_times_cost,MES_INC_UGREEDY,not priceable
poland_katowice_2020_szopienice-burowiec.pb,non exhaustive,cardinal_times_cost,UGREEDY,not priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,exhaustive,cardinal_standard,MES,not exhaustive
poland_katowice_2020_welnowiec-jozefowiec.pb,exhaustive,cardinal_standard,MES_INC,not exhaustive
poland_katowice_2020_welnowiec-jozefowiec.pb,exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,non exhaustive,cardinal_standard,MES,stable priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,non exhaustive,cardinal_standard,MES_INC,stable priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,non exhaustive,cardinal_standard,MES_INC_UGREEDY,not priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,non exhaustive,cardinal_standard,UGREEDY,not priceable
poland_katowice_2020_welnowiec-jozefowiec.pb,exhaustive,cardinal_times_cost,MES,not exhaustive
poland_katowice_2020_welnowiec-jozefowiec.pb,exhaustive,cardinal_times_cost,MES_INC,not exhaustive
poland_katowice_2020_welnowiec-jozefowiec.pb,exhaustive,cardinal_times_cost,MES_INC_UGREEDY,priceable
